Creature name,Avatar,TileX,TileZ,Biome,Food per Turn,Max Hunger,Water per Turn,Max Thirst,Reproduction Interval,Age,Lifespan,Courage,Intimidation,Perception,Reproduction,Size,Speed,Stealth,Territory,algae,fruit,grass,leaves,meat,nectar,pollen,sap,seeds,wood
Mukudile,American_Badger,56,29,Tropical Savanna,4.543188,611.4607,9.086376,611.4607,216.1391,585,1484.141,234.6074,53.79465,87.23653,145.6324,101.9101,22.11264,9.623744,34.60191,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Theebecite,European_Badger,18,30,Tropical Savanna,5.044491,349.9122,10.08898,349.9122,61.70041,583,599.8573,238.5338,251.2885,41.29101,102.8585,58.31871,38.44558,11.7078,67.59203,-0.09999999,-0.09999999,0.1,0.4,0.3,0,1.490116E-08,0.2,0.2,-0.09999999
Spoospesaur,American_Badger,29,19,Tropical Rainforest,4.580101,406.8638,9.160201,406.8638,55.65854,577,614.3484,92.9352,11.2418,67.59715,90.59766,67.81063,19.99336,6.983363,43.74798,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Flortotite,American_Badger,1,26,Tropical Rainforest,5.334824,530.17,10.66965,530.17,54.89376,573,696.4556,378.6883,241.6236,28.47656,78.81875,88.36167,34.73978,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Treessidite,American_Badger,24,18,Tropical Rainforest,5.900661,406.8638,11.80132,406.8638,105.9961,569,847.8008,121.4839,11.2418,105.4074,125.0248,67.81063,21.09004,6.983363,78.91792,0.1,0.6,0.4,1.490116E-08,-0.09999999,0,0.1,0,-0.09999999,-0.09999999
Glarpeemug,American_Badger,34,21,Tropical Rainforest,5.926616,667.3189,11.85323,667.3189,91.28853,568,769.1799,129.9946,11.61633,62.50861,118.6829,111.2198,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Cirfadact,American_Badger,49,23,Tropical Savanna,4.840088,509.4037,9.680177,509.4037,69.6859,568,769.1799,99.2325,11.61633,62.50861,90.59766,84.90063,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Glykoudact,European_Badger,29,19,Tropical Rainforest,6.760167,512.6483,13.52033,512.6483,38.40439,567,423.9004,121.4839,11.2418,124.0087,90.59766,85.44139,17.12015,8.799038,57.1869,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Purtotite,Honey_Badger,71,19,Tropical Rainforest,7.946424,444.1857,15.89285,444.1857,57.74279,567,653.816,338.4992,51.33065,210.0215,88.31658,74.03094,29.27048,6.980296,60.11076,0.2,-0.09999999,0,0.4,0.3,0,1.490116E-08,0.2,0,-0.09999999
Terpeedite,American_Badger,4,33,Tropical Rainforest,7.779619,530.17,15.55924,530.17,54.89376,563,696.4556,272.1822,241.6236,26.19843,78.81875,88.36167,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Spekodile,European_Badger,64,22,Tropical Rainforest,5.316078,417.5345,10.63216,417.5345,54.27822,563,614.587,310.5497,51.33065,119.6475,88.31658,69.58909,29.27048,6.980296,60.11076,0,1.490116E-08,0,0.5,0.4,-0.09999999,1.490116E-08,0.1,0,1.490116E-08
Spekodile,European_Badger,61,26,Tropical Rainforest,5.316078,417.5345,10.63216,417.5345,54.27822,562,614.587,310.5497,51.33065,119.6475,88.31658,69.58909,29.27048,6.980296,60.11076,0,1.490116E-08,0,0.5,0.4,-0.09999999,1.490116E-08,0.1,0,1.490116E-08
Treaggoodact,American_Badger,27,19,Tropical Rainforest,4.503771,406.8638,9.007542,406.8638,55.65854,560,614.3484,121.4839,11.2418,67.59715,90.59766,67.81063,19.60133,6.983363,45.17765,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Weardosaur,American_Badger,8,20,Tropical Rainforest,7.595916,530.17,15.19183,530.17,54.89376,556,696.4556,295.8503,241.6236,29.33085,78.81875,88.36167,45.08817,13.56326,84.0091,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Spekodile,European_Badger,59,24,Tropical Rainforest,5.316078,417.5345,10.63216,417.5345,54.27822,552,614.587,310.5497,51.33065,119.6475,88.31658,69.58909,29.27048,6.980296,60.11076,0,1.490116E-08,0,0.5,0.4,-0.09999999,1.490116E-08,0.1,0,1.490116E-08
Ceaweadile,American_Badger,58,29,Tropical Rainforest,2.754079,313.7059,5.508157,313.7059,83.84782,551,662.1122,234.6074,53.79465,87.23653,126.6369,52.28432,22.11264,5.678009,17.75229,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Blaerficite,Honey_Badger,65,21,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,550,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Blaerficite,Honey_Badger,64,23,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,547,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Cleertecite,Japanese_Badger,30,21,Tropical Rainforest,7.223354,406.8638,14.44671,406.8638,55.65854,546,614.3484,121.4839,11.2418,124.0087,90.59766,67.81063,24.81181,6.983363,57.1869,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Glassutite,European_Badger,69,22,Tropical Rainforest,5.94468,444.1857,11.88936,444.1857,57.74279,546,653.816,294.4943,51.33065,138.4233,88.31658,74.03094,29.27048,6.072857,60.11076,0,-0.09999999,0,0.5,0.4,0.1,0.1,0,0,-0.09999999
Blaerficite,Honey_Badger,74,19,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,546,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Shozitite,Red_River_Hog,70,32,Tropical Rainforest,9.560134,916.3367,19.12027,916.3367,55.51201,546,778.1823,85.94845,30.32976,107.3104,71.33548,152.7228,23.03369,10.55311,20.55756,0,0.2,-0.09999999,0.4,0.1,0.2,0.1,0,0.1,-0.09999999
Chaexadact,European_Badger,67,18,Tropical Rainforest,7.79603,444.1857,15.59206,444.1857,57.74279,543,653.816,310.5497,51.33065,119.6475,88.31658,74.03094,29.27048,6.980296,34.86424,0.1,0.2,0.2,0.3,1.490116E-08,0,1.490116E-08,0.2,0,-0.09999999
Clidesaur,Koala,73,18,Tropical Rainforest,8.235209,568.0246,16.47042,568.0246,53.12337,543,601.5107,338.4992,51.33065,159.1072,88.31658,94.67077,29.27048,8.926402,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Blaerficite,Honey_Badger,63,22,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,542,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Blaerficite,Honey_Badger,73,18,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,542,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Sirfaedite,Japanese_Badger,63,20,Tropical Rainforest,5.973757,417.5345,11.94751,417.5345,54.27822,542,614.587,354.0267,58.51694,119.6475,88.31658,69.58909,33.36835,6.980296,60.11076,0,1.490116E-08,0,0.5,0.4,-0.09999999,1.490116E-08,0.1,0,1.490116E-08
Blaeggusaur,American_Badger,9,21,Tropical Rainforest,7.27604,530.17,14.55208,530.17,54.89376,541,696.4556,295.8503,241.6236,28.47656,78.81875,88.36167,43.77493,13.56326,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Clivoucite,American_Badger,31,25,Tropical Savanna,5.488228,509.4037,10.97646,509.4037,69.6859,539,769.1799,99.2325,13.12646,62.50861,90.59766,84.90063,28.15723,4.080152,76.97581,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Paerbumug,American_Badger,12,17,Tropical Rainforest,6.773804,530.17,13.54761,530.17,42.24075,535,626.8101,361.4149,251.2885,33.11228,67.39003,88.36167,36.5233,11.7078,54.2037,1.490116E-08,0.3,1.490116E-08,0.2,0.2,0.1,1.490116E-08,0.2,-0.09999999,1.490116E-08
Trureedact,Koala,67,30,Tropical Rainforest,9.309001,837.7935,18.618,837.7935,55.51201,534,778.1823,143.2474,61.35712,163.7171,71.33548,139.6322,27.68472,12.365,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Saespimite,American_Badger,65,30,Tropical Rainforest,7.082049,654.5262,14.1641,654.5262,55.51201,532,778.1823,143.2474,47.39025,137.5774,71.33548,109.0877,27.68472,8.117776,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Bleeppeasaur,American_Badger,47,34,Tropical Savanna,9.348256,756.9768,18.69651,756.9768,118.0042,532,1220.153,165.7766,19.24169,51.27073,96.71259,126.1628,38.54201,5.181792,46.22264,1.490116E-08,0.2,0.3,0.2,0.3,0.1,-0.09999999,1.490116E-08,1.490116E-08,-0.09999999
Spardeecite,American_Badger,10,18,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,531,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Claxaedact,American_Badger,18,19,Tropical Rainforest,5.780982,530.17,11.56196,530.17,44.46395,531,626.8101,361.4149,251.2885,33.11228,70.93687,88.36167,32.29428,11.7078,45.53111,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Tressycite,American_Badger,22,19,Tropical Rainforest,7.546025,431.2756,15.09205,431.2756,105.9961,530,847.8008,121.4839,11.2418,124.0087,125.0248,71.87926,24.81181,7.402365,78.91792,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Spoosydile,Honey_Badger,30,21,Tropical Rainforest,6.561508,406.8638,13.12302,406.8638,55.65854,529,614.3484,121.4839,9.679191,152.5307,90.59766,67.81063,17.36827,6.983363,57.1869,-0.09999999,0.5,0.7,0.1,-0.09999999,0,1.490116E-08,0,-0.09999999,-0.09999999
Blaerficite,Honey_Badger,68,22,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,526,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Shedidact,American_Badger,25,24,Tropical Savanna,7.244885,530.17,14.48977,530.17,44.46395,524,626.8101,361.4149,251.2885,33.11228,70.93687,88.36167,38.44558,11.7078,54.2037,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Glistotite,American_Badger,2,24,Tropical Rainforest,7.139256,530.17,14.27851,530.17,54.89376,523,696.4556,295.8503,241.6236,22.49648,78.81875,88.36167,43.77493,13.56326,64.43417,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Sheezidact,American_Badger,36,22,Tropical Rainforest,5.510054,412.6171,11.02011,412.6171,69.6859,522,769.1799,99.2325,11.61633,62.50861,90.59766,68.76951,24.9179,3.304923,68.12019,0.3,0.2,0.4,0.1,-0.09999999,0.1,-0.09999999,0,0.1,-0.09999999
Blaerficite,Honey_Badger,64,23,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,521,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Theergasaur,American_Badger,9,20,Tropical Rainforest,5.667229,530.17,11.33446,530.17,46.37121,520,640.1123,295.8503,200.5476,28.76132,72.44231,88.36167,36.33319,13.69889,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Blaerficite,Honey_Badger,70,24,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,520,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Blaerficite,Honey_Badger,72,16,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,519,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Treessidite,American_Badger,22,19,Tropical Rainforest,5.900661,406.8638,11.80132,406.8638,105.9961,519,847.8008,121.4839,11.2418,105.4074,125.0248,67.81063,21.09004,6.983363,78.91792,0.1,0.6,0.4,1.490116E-08,-0.09999999,0,0.1,0,-0.09999999,-0.09999999
Purtotite,Honey_Badger,73,18,Tropical Rainforest,7.946424,444.1857,15.89285,444.1857,57.74279,518,653.816,338.4992,51.33065,210.0215,88.31658,74.03094,29.27048,6.980296,60.11076,0.2,-0.09999999,0,0.4,0.3,0,1.490116E-08,0.2,0,-0.09999999
Gleebytite,American_Badger,59,32,Tropical Savanna,4.091074,531.705,8.182148,531.705,142.115,513,1122.224,234.6074,53.79465,87.23653,126.6369,88.61749,22.11264,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Shorgeatite,American_Badger,19,23,Tropical Rainforest,7.244885,530.17,14.48977,530.17,38.45687,509,582.9333,361.4149,233.6983,33.11228,65.97129,88.36167,38.44558,11.7078,50.40945,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Claxaedact,American_Badger,16,19,Tropical Rainforest,5.780982,530.17,11.56196,530.17,44.46395,504,626.8101,361.4149,251.2885,33.11228,70.93687,88.36167,32.29428,11.7078,45.53111,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Glearkomug,Honey_Badger,30,20,Tropical Rainforest,5.783859,359.3421,11.56772,359.3421,49.15762,503,542.5925,155.4994,11.2418,158.7311,90.59766,59.89035,15.13521,6.983363,57.1869,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Spykoodite,American_Badger,43,32,Tropical Savanna,7.0287,756.9768,14.0574,756.9768,211.8883,503,1635.005,222.1407,19.24169,51.27073,129.5949,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Caegloosaur,American_Badger,21,23,Tropical Rainforest,6.149311,530.17,12.29862,530.17,44.46395,502,626.8101,332.5017,251.2885,30.4633,70.93687,88.36167,38.44558,11.7078,54.2037,-0.09999999,0.2,1.490116E-08,0.5,0.4,0.1,-0.09999999,0,1.490116E-08,-0.09999999
Sperdeedite,American_Badger,30,21,Tropical Rainforest,4.03048,406.8638,8.06096,406.8638,55.65854,502,614.3484,121.4839,11.2418,51.37383,90.59766,67.81063,19.60133,5.307356,45.17765,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Blaerficite,Honey_Badger,67,15,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,499,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Blaerficite,Honey_Badger,63,22,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,499,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Glekacite,American_Badger,7,23,Tropical Rainforest,3.885448,530.17,7.770895,530.17,54.89376,497,696.4556,295.8503,241.6236,28.47656,78.81875,88.36167,27.14045,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Claergicite,American_Badger,62,29,Tropical Rainforest,4.912289,531.705,9.824578,531.705,142.115,497,1122.224,234.6074,77.46429,125.6206,126.6369,88.61749,22.11264,9.623744,43.32761,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Shorgeatite,American_Badger,17,19,Tropical Rainforest,7.244885,530.17,14.48977,530.17,38.45687,496,582.9333,361.4149,233.6983,33.11228,65.97129,88.36167,38.44558,11.7078,50.40945,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Shedidact,American_Badger,25,20,Tropical Rainforest,7.244885,530.17,14.48977,530.17,44.46395,495,626.8101,361.4149,251.2885,33.11228,70.93687,88.36167,38.44558,11.7078,54.2037,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Claerkymug,American_Badger,32,16,Tropical Savanna,3.848962,415.001,7.697924,415.001,56.77171,493,614.3484,121.4839,11.2418,71.10659,92.40961,69.16684,15.13521,6.983363,58.33064,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Clasteetite,European_Badger,28,17,Tropical Rainforest,7.031806,392.5422,14.06361,392.5422,62.29126,492,592.7235,140.9214,10.84609,124.0087,105.0933,65.42371,24.81181,7.327085,57.1869,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Wyppeamug,Pygmy_Hog,25,22,Tropical Rainforest,6.685557,424.136,13.37111,424.136,35.57116,489,501.4481,361.4149,251.2885,33.11228,70.93687,70.68934,38.44558,10.67752,54.2037,0.2,0.2,0.1,0.4,0.1,0,-0.09999999,0.2,-0.09999999,-0.09999999
Treppecite,American_Badger,21,17,Tropical Rainforest,8.064312,406.8638,16.12862,406.8638,105.9961,488,847.8008,121.4839,12.92807,124.0087,125.0248,67.81063,28.53358,6.983363,78.91792,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Terpeedite,American_Badger,3,30,Tropical Rainforest,7.779619,530.17,15.55924,530.17,54.89376,481,696.4556,272.1822,241.6236,26.19843,78.81875,88.36167,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Clerkydile,American_Badger,43,30,Tropical Savanna,7.0287,756.9768,14.0574,756.9768,118.0042,478,1220.153,165.7766,19.24169,51.27073,96.71259,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Clazeemug,American_Badger,24,17,Tropical Rainforest,6.501019,406.8638,13.00204,406.8638,152.6344,478,1017.361,151.8549,11.33174,124.0087,150.0297,67.81063,24.81181,6.983363,57.1869,-0.09999999,0.4,0.5,-0.09999999,1.490116E-08,0.1,1.490116E-08,0,0.2,-0.09999999
Tewoomug,American_Badger,58,29,Tropical Rainforest,3.084967,531.705,6.169934,531.705,142.115,476,1122.224,187.6859,53.79465,69.78922,126.6369,88.61749,17.69011,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Trussimite,European_Badger,30,17,Tropical Rainforest,7.031806,392.5422,14.06361,392.5422,53.69937,475,592.7235,121.4839,10.84609,124.0087,90.59766,65.42371,24.81181,6.316453,57.1869,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Cirfadact,American_Badger,36,24,Tropical Savanna,4.840088,509.4037,9.680177,509.4037,69.6859,475,769.1799,99.2325,11.61633,62.50861,90.59766,84.90063,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Blaerficite,Honey_Badger,70,16,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,472,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Blaertatite,European_Badger,64,24,Tropical Rainforest,5.425979,444.1857,10.85196,444.1857,57.74279,469,653.816,310.5497,47.28579,117.2545,88.31658,74.03094,28.68507,6.980296,60.11076,0,-0.09999999,0,0.5,0.4,0.1,0.1,0,0,-0.09999999
Trortemug,European_Badger,73,29,Tropical Rainforest,11.735,805.0673,23.46999,805.0673,68.27976,469,778.1823,85.94845,47.39025,107.3104,87.74264,134.1779,44.26787,10.55311,20.55756,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Shedidact,American_Badger,29,23,Tropical Rainforest,7.244885,530.17,14.48977,530.17,44.46395,468,626.8101,361.4149,251.2885,33.11228,70.93687,88.36167,38.44558,11.7078,54.2037,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Blaertatite,European_Badger,66,23,Tropical Rainforest,5.425979,444.1857,10.85196,444.1857,57.74279,467,653.816,310.5497,47.28579,117.2545,88.31658,74.03094,28.68507,6.980296,60.11076,0,-0.09999999,0,0.5,0.4,0.1,0.1,0,0,-0.09999999
Waegedite,Pygmy_Hog,14,16,Tropical Rainforest,7.354113,424.136,14.70823,424.136,35.57116,467,501.4481,370.8116,251.2885,33.11228,70.93687,70.68934,38.44558,10.67752,55.613,0.1,0.2,0.1,0.3,1.490116E-08,0,-0.09999999,0.3,0.1,-0.09999999
Wexeadite,American_Badger,24,20,Tropical Rainforest,7.903512,530.17,15.80702,530.17,31.25435,463,525.5175,231.3055,251.2885,33.11228,59.47347,88.36167,38.44558,11.7078,54.2037,-0.09999999,0.4,1.490116E-08,0.4,0.1,0,1.490116E-08,0.2,1.490116E-08,-0.09999999
Shorgeatite,American_Badger,24,20,Tropical Rainforest,7.244885,530.17,14.48977,530.17,38.45687,462,582.9333,361.4149,233.6983,33.11228,65.97129,88.36167,38.44558,11.7078,50.40945,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Piwosaur,European_Badger,58,19,Tropical Savanna,6.519197,492.6907,13.03839,492.6907,64.0483,460,725.2126,310.5497,51.33065,119.6475,88.31658,82.11512,34.53917,6.980296,60.11076,0,1.490116E-08,0,0.4,0.5,-0.09999999,0.1,0.1,0,-0.09999999
Clessoodile,American_Badger,9,14,Tropical Rainforest,10.78754,641.5057,21.57507,641.5057,53.80138,460,758.4402,361.4149,251.2885,33.11228,70.93687,106.9176,46.51915,11.7078,54.2037,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
Wyppeamug,Pygmy_Hog,32,24,Tropical Rainforest,6.685557,424.136,13.37111,424.136,35.57116,459,501.4481,361.4149,251.2885,33.11228,70.93687,70.68934,38.44558,10.67752,54.2037,0.2,0.2,0.1,0.4,0.1,0,-0.09999999,0.2,-0.09999999,-0.09999999
Glassutite,European_Badger,72,19,Tropical Rainforest,5.94468,444.1857,11.88936,444.1857,57.74279,458,653.816,294.4943,51.33065,138.4233,88.31658,74.03094,29.27048,6.072857,60.11076,0,-0.09999999,0,0.5,0.4,0.1,0.1,0,0,-0.09999999
Blaerficite,Honey_Badger,68,20,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,457,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Flerbydact,American_Badger,6,28,Tropical Rainforest,9.414762,747.5397,18.82952,747.5397,65.51154,455,903.4423,417.1488,222.2937,28.47656,72.51325,124.59,43.77493,19.12419,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Saespimite,American_Badger,67,26,Tropical Rainforest,7.082049,654.5262,14.1641,654.5262,55.51201,454,778.1823,143.2474,47.39025,137.5774,71.33548,109.0877,27.68472,8.117776,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Teaglaemite,Honey_Badger,68,21,Tropical Rainforest,5.993694,371.8723,11.98739,371.8723,48.34227,451,547.3748,308.0343,51.33065,159.1072,88.31658,61.97871,29.27048,6.421872,54.70079,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Glekacite,American_Badger,0,28,Tropical Rainforest,3.885448,530.17,7.770895,530.17,54.89376,451,696.4556,295.8503,241.6236,28.47656,78.81875,88.36167,27.14045,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Blaerficite,Honey_Badger,70,23,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,448,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Flortotite,American_Badger,0,28,Tropical Rainforest,5.334824,530.17,10.66965,530.17,54.89376,448,696.4556,378.6883,241.6236,28.47656,78.81875,88.36167,34.73978,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Terpeedite,American_Badger,9,29,Tropical Rainforest,7.779619,530.17,15.55924,530.17,54.89376,446,696.4556,272.1822,241.6236,26.19843,78.81875,88.36167,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Tharpoudile,American_Badger,9,21,Tropical Rainforest,7.27604,530.17,14.55208,530.17,54.89376,445,696.4556,295.8503,277.8672,28.47656,78.81875,88.36167,43.77493,15.59774,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Puboosaur,American_Badger,47,23,Tropical Savanna,2.339244,509.4037,4.678487,509.4037,45.99269,445,769.1799,72.43973,8.596088,41.25569,59.79446,84.90063,18.43925,2.978511,68.12019,-0.09999999,0.2,0.2,-0.09999999,0.6,0,0.3,0,-0.09999999,-0.09999999
Claxaedact,American_Badger,19,20,Tropical Rainforest,5.780982,530.17,11.56196,530.17,44.46395,444,626.8101,361.4149,251.2885,33.11228,70.93687,88.36167,32.29428,11.7078,45.53111,1.490116E-08,0.2,0.1,0.4,0.2,0.1,-0.09999999,0.2,-0.09999999,-0.09999999
